generation_rank	just_response	wo_just_response
generation_0	Most quiches have eggs in them and are baked in a pie plate, but there are no rules for quiche. You can make a quiche without eggs, or you can make a quiche using extra eggs. Most quiches are	It is a savory dish made with a custard base and various other ingredients. The traditional quiche lorraine uses eggs, bacon or lardons, and Gruyere or Emmental cheese. Other ingredients include ham, mushrooms, spinach,
generation_1	It's usually made with eggs, cream, and cheese, but we've tried other variations that use milk and cottage cheese. (Ours is more like a frittata than a quiche.) It's a great way to use up leftovers,	It is made by combining eggs and milk into a custard, which is placed into a crust-lined pie plate. Then it is filled with vegetables, meat, or cheese. The quiche is baked until the custard is set and the top begins
generation_2	It can be made with vegetables, meat, fish, shellfish, pasta, rice, or cheese. It's a great way to use up leftovers. Quiches can be savory or sweet. They can be baked or fried. They can be	It is made with eggs, cheese, and vegetables. It is baked in a crust. Quiche can be made with any type of crust, but most commonly it is made with a shortcrust pastry crust. Quiche can be made with a
generation_3	Usually it’s filled with eggs, cheese and veggies or meat. There are many variations on the classic Quiche, but the classic French version has no crust. The crust can be a separate, flaky, buttery pastry cut to fit the baking	It is usually a mixture of eggs, cheese, and vegetables, such as onions, bell peppers, and broccoli. Quiche has a crust and is served hot. A frittata is also a breakfast casserole, but it is baked without
generation_4	Normally quiche is made up of a custard in a crust. The crust can be a pie crust or a phyllo dough. Quiche can be made with a variety of toppings. These toppings can include meats, cheeses, and vegetables.	Fill the quiche crust with eggs, cheese and whatever else you like. Bake at 325 degrees for 50 to 60 minutes. It's a good idea to put the quiche in the refrigerator after you bake it. Cold quiche is
generation_5	"In fact, quiche is the French word for casserole, and it is simply a dish that consists of a custard baked inside a pastry crust.

The most common quiche filling is based on eggs and cream, and includes various other ingredients"	"It is a baked dish with an open pastry crust that is filled with savory ingredients.

What’s the difference between a quiche and a frittata?

A quiche is a baked dish with an open pastry crust that is filled with savory ingredients."
generation_6	They are made with eggs, bacon, cheese and vegetables. You can also make quiches without eggs. It is a well rounded breakfast that can be made for a large group of people. You can make a quiche in a large pie pan	"Quiche can be made with eggs, sausage, bacon or whatever you have on hand. It takes about 30 minutes to prepare. The best quiche I ever had was in the south of France. It had goat cheese and spinach.

Quiche"
generation_7	Most quiches are made with two crusts, but you can make them with just one. You can also use a pie crust, so that's another option. The filling of a quiche is usually eggs and milk, and then you add	"Its name comes from the French word quiche, which means pie. A quiche is usually made of eggs, milk, and cream in a pastry shell. Bacon, cheese, or vegetables are often added.


See also[edit]"
generation_8	In the United States, the dish is most commonly made from eggs, milk, and cheese and can contain other fillers such as ham, bacon, or vegetables. It is usually baked in a pie dish until the top is just set and browned	The filling commonly consists of eggs, cheese, cream and vegetables or meat. Quiche is traditionally baked in a pastry crust.  - A cookie is a baked or cooked good that is small, flat and sweet, containing flour, sugar, eggs,
generation_9	"The most common quiches are made with eggs, cheese, and vegetables, though meat-lovers will often add bacon, ham, or sausage.

Quiche with onions and bacon

Quiche with onions and bacon

Quiche is usually made by"	In the 20th century, quiche was a casserole made up of a custard made with eggs and cream, a pastry crust, and other ingredients.  A quiche is a complete meal in itself, which can be served
generation_10	"It’s made by blending eggs, cheese, and milk, and then adding a variety of other ingredients. Quiches can be savory or sweet, but the savory ones are the most popular.

The crust is usually a pie crust, but it can"	It is a baked custard-like dish made from eggs and milk or cream, and can be filled with meat, seafood, vegetables, or cheese. The filling is usually placed in a pastry shell, commonly a short crust, but sometimes a savour
generation_11	Use whatever ingredients you like. Serve it cold or hot. The only difference between a quiche and a regular casserole is the crust. It’s a flaky pastry crust. If you don’t want to use a crust, you can make	"You can use your favorite quiche recipe or try this delicious version.

    Find more information about quiche recipes at

    Other Breakfast Casseroles

    You can also use the same technique and ingredients to create other breakfast casserole options such"
generation_12	You can combine almost anything you like into a quiche, but one of the most traditional quiche ingredients is spinach. A spinach and feta quiche makes a satisfying and nutritious start to the day, whether it is brunch, lunch or dinner.	"It is made with eggs, cheese, and vegetables. Popular Quiche Vegetables include onions, bell peppers, mushrooms, broccoli, and spinach. The name quiche comes from the French word for cake, “quiche.”

What is the difference between"
generation_13	"The name comes from the German ""Kuchen"", meaning ""cake"". In French, ""quiche"" translates to ""pudding"". Quiche has become a very popular dish in the United Kingdom and the United States, and is often served for"	"The name is derived from the French word Quiche, which means pie. Quiches are usually made with eggs, milk, cream, and cheese.

A quiche is a type of pie that is made from eggs, milk, cream, and"
generation_14	There are no rules on how it must be made. You can mix any of your favorite ingredients. You can change the type of crust you use. You can use a variety of different cheeses. You can add any kind of vegetables you like. You	The dish originated in France and is popular in French cuisine. It is often eaten as an appetizer or main dish. Quiche is usually eaten hot, but can be eaten cold or at room temperature as well. It can be served with a salad
generation_15	"It’s a great way to use up odds and ends that you have on hand. The filling can be as simple as cheese and eggs or as complex as you can imagine. 

Quiche is a French word that means “cheese pie.”"	It is a mixture of eggs, milk, cheese, and vegetables. Quiche is a French dish and is also popular in the United Kingdom. It is baked in a flan dish or pie plate. Quiche is a type of custard.
generation_16	The basic ingredients are custard, eggs, milk or cream, cheese, and a filling of vegetables, meat, or seafood. Sometimes bacon or ham is added, too. There are many different kinds of quiche and they can be sweet or savory	The word quiche comes from the word cake in the German language. Quiche is usually made with eggs, milk and cheese. They can have a variety of ingredients. There are many different types of quiche.
generation_17	It is usually made with eggs, cheese, and vegetables, and can also contain meat or seafood. Quiches are usually cooked in a pie tin, and can be eaten hot or cold. They are a popular dish in many different countries. If	It can be made with the crust baked into it, or without, and with a variety of ingredients such as cheese, meats, seafood, vegetables, and eggs. A quiche can be either sweet or savory. Quiches are usually baked in
generation_18	"You can make a vegetarian quiche with egg substitute and lots of vegetables. You can make a quiche with a base of a frittata. You can make a cheese quiche with lots of cheese. The possibilities are endless.

There's a"	It's usually made in a pie shell and filled with cheese, eggs, and vegetables, such as spinach, broccoli, and mushrooms. It can also be made with seafood, such as shrimp or crab, or meat, such as ham. The qu
generation_19	"It's basically a savory bread pudding that consists of an egg and milk custard baked in a pie crust with assorted fillings, like cheese and meat.

The word ""quiche"" is derived from the Middle Low German word ""kouch,"" which"	It is typically made with eggs, cheese, milk and vegetables. Quiche is often served as a main dish, and it can be made in casserole dishes or pie pans. Quiche is a popular breakfast or brunch item in France, Germany
generation_20	"It's just got eggs and stuff in it. It's like French scrambled eggs. 

Quiche comes from the French word ""coquillard,"" which means, ""crazy."" 

So, I guess that's what we're eating"	When you first hear the word quiche, you may think of a savory pie.  This is a common misconception.  Quiche is actually a mixture of eggs, milk, and cheese that is baked in a pie crust.
generation_21	"It’s typically made of eggs, milk and various meats and vegetables. Quiche has origins in France and Germany. The word comes from the German word “Quiche”, which means cake.

A quiche is a custard tart with a flaky"	"It is usually made with eggs and cheese, and sometimes bacon, onions, and bell peppers. The name ""quiche"" comes from the German word ""quiche"" which means ""cake.""

Quiches are popular among people who like to eat"
generation_22	It can be made with meat, vegetables, fruits, and cheese. The ingredients are mixed together and then baked in a quiche dish. The dish is usually made with a crust, but it can also be made without a crust. The crust is	It is made of a crust, eggs, and various other ingredients. Quiche is a French word for cake. In the United States, it is a popular breakfast dish. It is served at room temperature or cold. Because of its versatility, qu
generation_23	It can be made with any number of different ingredients and can be cooked in a variety of ways. Some quiches are sweet and custardy and others are savory and more like a casserole. Some quiches are baked and others are	It can be made ahead of time and refrigerated or frozen until needed. Serve for breakfast or brunch with coffee, toast or a small salad.
generation_24	It can be made with almost any filling. Egg custards with cheese, veggies and meat are the most common. The crust is made with flour, butter, and eggs. There are two kinds of crusts. A sweet one uses sugar and is	The filling usually contains eggs and milk, and is baked in a crust. The crust can be made of either pastry or of a quick bread. The other ingredients in the filling usually include vegetables, meat, or cheese. Quiche is a traditional meal
