generation_rank	just_response	wo_just_response
generation_0	"She doesn't take any breaks.

What are the challenges of cross-country skiing?

It's hard to know where you're going. You can get off track and have to turn around.

This interview has been edited and condensed.

Follow CBC P.E.I"	She's been doing that for 30 years or so. She's been an avid skier for that long. She's been running, I think, for about 20. She skis a lot more than she runs. I would estimate
generation_1	She skis all the time. She skis for fun, for exercise, for adventure. It's a good way to see the mountain and get to know it because she can go anywhere. She can ski up to a spot she wants to see	My father has a company. He is a businessman. He is very busy. He usually gets up at 6:30 am. Half an hour later. We have breakfast. At 7:30 am, my mom and I go to school
generation_2	"I've never seen her in a race. She's not competitive."" ""But you are?"" ""No, not really. I just like to go fast. I like being fast. It's more fun that way. It's just that I'm"	"My dad is a teacher. I run, too. I started running in primary school. I like sports, but I don't like soccer."" ""What do you do when you run?"" ""I run to keep  fit. Run- ning is"
generation_3	Her favorite place to ski is the White Mountains. She skis with her friends and with her husband. She really enjoys skiing. She also likes to go snowshoeing. I wish I could go out and do that with her. I have	My dad does not ski. He is 80 years old. I think it is a good idea to do exercise every day. I like sports very much, especially volleyball and basketball. I play basketball every day. My friends and I play in a
generation_4	"She's an athlete and she does all of the things that I do. My dad is a manager at a local company. He's also from Sweden.

What is your favorite thing about Sweden?

It's easy to get around and very safe. It"	She was a very good athlete in school. Now she likes to walk a lot. She watches the food she eats. She is the healthiest person I know. I don't want to be fat like my dad. I want to be skinny like
generation_5	"She's done it for years.""

A: ""That's great! I'll have to try that.""
B: ""It's a lot of fun! You should definitely give it a try."""	She used to run marathons and ski a lot, but now she only runs and skis for fun.  She is really good at running and skiing. When my mom runs, she runs really fast.  She has run
generation_6	We have a dog named Riley.  She's a year and a half.  She's little.  I'm going to take her to the park and run with her.  I run cross country, so I have to be in shape	She is a great athlete. She was an athlete in college and her favorite sport to play when she was younger was soccer. She loves to run and bike. She enjoys going on bike rides with my dad. She usually goes on the bike rides on
generation_7	She's in the best shape of her life. She's still young. She's 50. I'm 17, and she's 50 and she's much fitter than I am. She's a very health conscious person. She's	She is 6 feet tall, and she is an American. She grew up in Ohio, and now she teaches English at a middle school. She goes running 3-4 times a week. She likes to run outside on the weekend. But
generation_8	She skis and her and my dad and I have this little thing. The snowmobile we have is a Polaris 500, 4 wheel drive, and she just runs and skis and stuff. She's a good skier. She	She's a very good, strong runner. She's run a few marathons in her day. She's a very good skier. She loves to do it. She does it for the love of it. She's a part of the
generation_9	"She doesn't really know how to analyze what's going on, she just skis. So I guess it's just kind of in my blood.""

What do you think of this story?




Campus News, Views & More

Sign Up Now"	I like to ski, too. I'm not good at skiing, but I have fun. I don't run well, but I do it. My favorite sport is ice hockey. I love to play it. My mom coaches   a team on
generation_10	"She loves to ski. She skis all the time. She is 19 and still has a lot of energy. I wish I had some of her energy. I am 27 years old and I barely have enough energy to clean my house."""	"My favorite sport is field hockey. I'm also very good at billiards. I play a lot and travel all over the world to play and win."" We often hear about famous people whose lives seem to be perfect. But everyone has problems. The"
generation_11	My dad does a lot of mountain biking, and you know, when I started getting into the ultrarunning thing, he started mountain biking more. And then he got into mountain biking more. And I was like, ''Oh, wow! So	My dad is really good at math. He is an engineer. I love to read and I like to play the piano. I also like to draw and swim. I don't have a favorite sport, but my favorite book is The Lion, the
generation_12	She never really skied until we moved to Colorado. She went on a ski trip in New Mexico and she went on a ski trip in Colorado and she got hooked. I think my dad took her the first time. She was so hooked that she	"She's been doing it for a long time. She wants me to play sports but I want to run and ski, like her. What should I do?""

I asked him if he was good at other sports. He said he was a pretty good"
