generation_rank	just_response	wo_just_response
generation_0	I held my 7 month old and we left the store.  I got scared and wondered if it could be contagious. I went home and did some research and found that there is a possibility of my child getting worms from the dog if she got	"I was scared.

I know you are supposed to let them throw up, but I didn't know what to do. Should I have stayed with her? Should I have given her water? What should I have done?

Dear concerned,
It sounds like"
generation_1	The dog vomited all over the place, the dog vomited on the man, the dog vomited on the woman. The dog vomited on the rug, the dog vomited on the floor, and the dog vomited in the closet.	"I was saying, 'no, no, no' in my head, but then I was like, 'wait a second, I have to film this. This is hilarious.' The guy in the back seat didn't think it was very funny."""
generation_2	"The food was just coming out of him and it was in clumps. He was throwing up and the clumps were coming out. It was horrible. I was so worried about him. I was crying.

""You can't imagine how much I love"	I ran to him and took him outside and he threw up again. I went back to the stove and I was using the spatula to move the eggs around. My boyfriend came in and he looked at me and then he looked at the dog and
generation_3	It was an awful smell, and I felt bad for the dog. My sister told me that I should go check on my mom. When I got to the bathroom, my mom was slumped over to the left, unconscious. I screamed for help	I walked over to him and he threw up again. I ran back inside and grabbed a damp cloth and took it out to him. I wiped his face and got a paper towel and wiped his tongue. He was feeling a lot better, but he
generation_4	I didn’t really know what to do so I just comforted him. When the dog stopped, I went to go clean it up. After I had cleaned up the mess, I went back to the kitchen and the dog was throwing up again.	"I looked at the kids and they were crying and running to the bathroom.  I looked at the waiter and all he said was, ""Oh, how awful.""  I looked at my friend and she was crying and saying ""I'm so"
generation_5	"She didn't eat any of it. I guess that is what I get for trying to be thrifty. I will never buy this again. I still have the 9 cans that I purchased. I will donate them to a charity.
A:"	I then realized that the dog was throwing up and defecating at the same time and the defecation had the consistency of water. I then asked the guy why the dog was throwing up, and he said to me that it was probably because
generation_6	I thought it was because he ate too much, so I didn't pay much attention to it. But a few hours later, there was blood in the vomit. My father came home and we rushed him to the vet. The vet told us	The cat was sitting in the middle of the mess.  I quickly picked up the cat and dumped him in the tub.  I turned on the shower and took the cat outside.  I took the dog outside and scrubbed him down.
generation_7	I ran over to him and you could see he was in terrible pain. I ran to the house and got a bucket to put around him so that I could clean up the mess.  I put the bucket around him and scooped out the	I got scared and went to the front desk and told them.  They were very apologetic and told us they'd send someone up to clean it up.  We waited for 45 minutes and nobody came.  So I went down
generation_8	Then I looked at him and he was doing the same. I thought that was a weird coincidence, but no. We were both throwing up! I have no idea how or why. It was so gross. I ran to the bathroom and continued throwing	This dog was the same dog that was sitting on the bed and licking my face, and he was also licking my face.  There was an adult dog who had decided to come and sit right next to my dog and sniff him.  For
generation_9	He made a mess on my carpet.  I went in to see if he was okay and he just stared at me like I was an idiot.  The next day I went in to the vet and they acted like I had never been there	"He asked if I was okay and I was like,""No, I am not.""He went over to me and asked why I was not okay. He said that he did not want to make the dog vomit again. I told him that"
