id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	removal_log_prob_delta_per_token	removal_log_prob_delta_per_token_robust_z	removal_upper_iqr_outlier	removal_upper_mad_outlier
462	just	I'm looking for some fresh produce that's on sale.	Well, we just got in some mangoes.	Well, we got in some mangoes.	Mangoes. What are they?	-19.4030122756958	-26.3649263381958	-1.3859294482639857	-2.0280712567842922	14	13	-13.407075881958008	-12.902178764343262	-1.2188250801780007	-1.1729253422130237	11	11	-87.86188983917236	-94.31139945983887	-2.142972922906643	-2.3577849864959717	41	40	True	0.6421418085203066	4.363991499912136	True	True
569	just	May I help you?	I'm just browsing, thanks.	I'm browsing, thanks.	We're on clearance sale now. Prices have up to twenty percent off. Do not miss the chance.	-12.84124755859375	-19.14361572265625	-1.1673861416903408	-1.914361572265625	11	10	-63.812997817993164	-64.73035717010498	-2.5525199127197267	-2.589214286804199	25	25	-108.07036781311035	-115.29986095428467	-2.40156372918023	-2.6204513853246514	45	44	True	0.7469754305752843	5.154001058256272	True	True
976	just	Is there anything I can do for you?__eou__I'm looking for a black, leather bag.__eou__How's this?	I'm just looking.	I'm looking.	If you need any help, let me know.	-10.396346092224121	-14.961043357849121	-1.15514956580268	-1.8701304197311401	9	8	-15.179559707641602	-16.628585815429688	-1.084254264831543	-1.187756129673549	14	14	-95.5609188079834	-101.57122421264648	-1.6476020484135068	-1.781951301976254	58	57	True	0.7149808539284601	4.912895000193052	True	True
1157	just	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	-16.9339599609375	-23.2236328125	-1.2095685686383928	-1.7864332932692308	14	13	-5.9746551513671875	-6.024559020996094	-0.9957758585611979	-1.0040931701660156	6	6	-55.063392639160156	-61.41603088378906	-1.668587655732126	-1.9192509651184082	33	32	True	0.576864724630838	3.8720737429689707	True	True
2216	just	Are you ready to go shopping?	Just a minute. I need to make a list of thinks that we need.	A minute. I need to make a list of thinks that we need.	Good idea. Have you written down potatoes, carrots, and onions?	-41.478126525878906	-49.56309700012207	-2.0739063262939452	-2.6085840526380037	20	19	-33.41916084289551	-33.717288970947266	-1.8566200468275282	-1.8731827206081815	18	18	-108.48335266113281	-116.82713508605957	-2.21394597267618	-2.433898647626241	49	48	True	0.5346777263440585	3.554159211055485	True	True
2485	just	I'm looking for some fresh produce that's on sale.	Well, we just got in some mangoes.	Well, we got in some mangoes.	Mangoes. What are they?	-19.4030122756958	-26.3649263381958	-1.3859294482639857	-2.0280712567842922	14	13	-13.407075881958008	-12.902178764343262	-1.2188250801780007	-1.1729253422130237	11	11	-87.86188983917236	-94.31139945983887	-2.142972922906643	-2.3577849864959717	41	40	True	0.6421418085203066	4.363991499912136	True	True
2522	just	I'm searching for an old music box.__eou__You came to the right place. Any particular decade?__eou__If you had a box made in the' 20s, that would be nice.	We just got one in yesterday, so now we have six.	We got one in yesterday, so now we have six.	Would any of them have dancing figures?	-37.4281063079834	-44.54509878158569	-2.2016533122343174	-2.784068673849106	17	16	-23.859950065612793	-23.759655952453613	-1.9883291721343994	-1.9799713293711345	12	12	-180.8834466934204	-187.88520336151123	-2.289663882195195	-2.408784658480913	79	78	True	0.5824153616147885	3.9139024634334767	True	True
2533	just	Ahhs! I'm beat!__eou__What happened to you? You look like you got hit by a tornado!	I just got back from fighting the crowds.	I got back from fighting the crowds.	You mean at the mall? Was there a sale?	-28.00478458404541	-32.815972328186035	-2.1542141987727237	-2.7346643606821694	13	12	-20.83950424194336	-21.35073471069336	-1.389300282796224	-1.423382314046224	15	15	-128.7291259765625	-134.04376220703125	-2.2194676892510774	-2.3516449510005484	58	57	True	0.5804501619094458	3.899093029963157	True	True
2554	just	Do you think this blouse really suits me?	Sure.It' s just right.	Sure.It' s right.	Not too tight in the waist?	-30.18256378173828	-35.19330596923828	-2.74386943470348	-3.519330596923828	11	10	-20.811599731445312	-21.45635223388672	-1.891963611949574	-1.9505774758078835	11	11	-98.01894187927246	-103.66857719421387	-2.800541196550642	-3.0490757998298195	35	34	True	0.7754611622203482	5.36866501658278	True	True
2640	just	Hello, sir. Is there anything I can help you find?	Um ... Uh ... I'm just looking, thanks.	Um ... Uh ... I'm looking, thanks.	Need a gift for your girlfriend or wife ...	-31.36758804321289	-38.94647407531738	-2.091172536214193	-2.781891005379813	15	14	-28.025856018066406	-27.239233016967773	-2.1558350783128004	-2.095325616689829	13	13	-103.94089698791504	-110.7306900024414	-2.3097977108425565	-2.5166065909645776	45	44	True	0.6907184691656201	4.7300575145167985	True	True
2795	just	Ahhs! I'm beat!__eou__What happened to you? You look like you got hit by a tornado!	I just got back from fighting the crowds.	I got back from fighting the crowds.	You mean at the mall? Was there a sale?	-28.00478458404541	-32.815972328186035	-2.1542141987727237	-2.7346643606821694	13	12	-20.83950424194336	-21.35073471069336	-1.389300282796224	-1.423382314046224	15	15	-128.7291259765625	-134.04376220703125	-2.2194676892510774	-2.3516449510005484	58	57	True	0.5804501619094458	3.899093029963157	True	True
2798	just	Hello, sir. Is there anything I can help you find?	Um ... Uh ... I'm just looking, thanks.	Um ... Uh ... I'm looking, thanks.	Need a gift for your girlfriend or wife?	-31.36758804321289	-38.94647407531738	-2.091172536214193	-2.781891005379813	15	14	-23.291481018066406	-22.707983016967773	-1.7916523860051081	-1.7467679243821363	13	13	-99.20652198791504	-106.1994400024414	-2.204589377509223	-2.413623636419123	45	44	True	0.6907184691656201	4.7300575145167985	True	True
2898	just	Can you put me through to May Flower Restaurant, please?	Just a second ... Sorry, the line is engaged.	A second ... Sorry, the line is engaged.	OK, I’ll try later. Thanks anyway.	-26.51995086669922	-33.03360557556152	-1.7679967244466146	-2.3595432553972517	15	14	-19.459932327270508	-19.336506843566895	-1.3899951662336076	-1.3811790602547782	14	14	-106.40332984924316	-112.77941608428955	-2.3645184410942925	-2.5631685473702173	45	44	True	0.5915465309506371	3.982713508141979	True	True
2901	just	Dear, time is up, let’s go there now.	Just a minute. I’m putting on my clothes.	A minute. I’m putting on my clothes.	Have you taken the key to the door?	-24.651844024658203	-32.600067138671875	-1.643456268310547	-2.328576224190848	15	14	-25.49015998840332	-26.0645809173584	-1.9607815375694861	-2.004967762873723	13	13	-112.09319114685059	-120.60437965393066	-2.547572526064786	-2.80475301520769	44	43	True	0.6851199558803012	4.687868005834182	True	True
3537	just	I'm looking for some fresh produce that's on sale.	Well, we just got in some mangoes.	Well, we got in some mangoes.	Mangoes. What are they?	-19.4030122756958	-26.3649263381958	-1.3859294482639857	-2.0280712567842922	14	13	-13.407075881958008	-12.902178764343262	-1.2188250801780007	-1.1729253422130237	11	11	-87.86188983917236	-94.31139945983887	-2.142972922906643	-2.3577849864959717	41	40	True	0.6421418085203066	4.363991499912136	True	True
3597	just	I'm searching for an old music box.__eou__You came to the right place. Any particular decade?__eou__If you had a box made in the' 20s, that would be nice.	We just got one in yesterday, so now we have six.	We got one in yesterday, so now we have six.	Would any of them have dancing figures?	-37.4281063079834	-44.54509878158569	-2.2016533122343174	-2.784068673849106	17	16	-23.859950065612793	-23.759655952453613	-1.9883291721343994	-1.9799713293711345	12	12	-180.8834466934204	-187.88520336151123	-2.289663882195195	-2.408784658480913	79	78	True	0.5824153616147885	3.9139024634334767	True	True
3822	just	Can I help you?__eou__Yes. I'd like to borrow these books.	Just a second. I'll see if I can find them for you.	A second. I'll see if I can find them for you.	Thanks.	-19.616626739501953	-29.485898971557617	-1.0324540389211554	-1.6381054984198675	19	18	-3.5658321380615234	-3.6858930587768555	-0.5943053563435873	-0.6143155097961426	6	6	-72.37345695495605	-82.36279010772705	-1.5077803532282512	-1.7523997895261074	48	47	True	0.6056514594987121	4.089006013869737	True	True
3976	just	Can I help you?__eou__Yes. I'd like to borrow these books.	Just a second. I'll see if I can find them for you.	A second. I'll see if I can find them for you.	Thanks.	-19.616626739501953	-29.485898971557617	-1.0324540389211554	-1.6381054984198675	19	18	-3.5658321380615234	-3.6858930587768555	-0.5943053563435873	-0.6143155097961426	6	6	-72.37345695495605	-82.36279010772705	-1.5077803532282512	-1.7523997895261074	48	47	True	0.6056514594987121	4.089006013869737	True	True
4704	just	All the routine work really browns me off.	Oh, come on.You' Ve just started.	Oh, come on.You' Ve started.	I wish I hadn't chosen this job.	-45.013166427612305	-49.132307052612305	-3.215226173400879	-3.779408234816331	14	13	-21.82746124267578	-23.759681701660156	-1.6790354802058294	-1.8276678232046275	13	13	-137.46234893798828	-143.51859283447266	-3.352740217999714	-3.5879648208618162	41	40	True	0.564182061415452	3.776499203341216	True	True
5349	just	Hey, Mike, is Jenny coming with us?__eou__Yes. Why?	Nothing. I'm just asking.	Nothing. I'm asking.	Just asking? But why is your face burning like mad? Ah-huh, someone has a crush on Jenny, doesn't he?	-11.548984050750732	-16.371371746063232	-1.0499076409773394	-1.6371371746063232	11	10	-76.06705570220947	-80.75892162322998	-2.453775990393854	-2.6051265039751605	31	31	-147.81387090682983	-157.29739618301392	-2.309591732919216	-2.4967840663970464	64	63	True	0.5872295336289839	3.9501813006249713	True	True
