id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	removal_log_prob_delta_per_token	removal_upper_iqr_outlier
987	only	Where do these flower vases come from?__eou__They are made a town nearby. The flower vases are made of porcelain and covered with tiny bamboo sticks.__eou__Are they breakable?	No. They are not only ornamental, but also useful.	No. They are not ornamental, but also useful.	No wonder it's so expensive.	-23.12381649017334	-29.588991165161133	-1.3602244994219612	-1.8493119478225708	17	16	-20.86937141418457	-20.742029190063477	-1.8972155831076882	-1.8856390172784978	11	11	-172.74616861343384	-179.05167245864868	-2.27297590280834	-2.3873556327819823	76	75	True	0.4890874484006096	True
1562	only	Did you watch the finale last night? My favorite singer won!	Oh, I love him too. He not only sings well but shows perseverance when he encounters difficulties in the contest.	Oh, I love him too. He not sings well but shows perseverance when he encounters difficulties in the contest.	Yeah, he got booted after his initial performance in the audition, but he did not give up. He then tried at another two auditions.	-68.4366512298584	-81.70737266540527	-2.5346907862910517	-3.142591256361741	27	26	-77.69734859466553	-77.28437995910645	-2.2852161351372215	-2.2730699987972485	34	34	-206.55195903778076	-219.32572746276855	-2.648102038945907	-2.8483860709450464	78	77	True	0.6079004700706894	True
3380	only	Are we going to have dinner tonight?__eou__What are you planning on making?__eou__I'm not cooking dinner.	The only way you're eating tonight is if you cook.	The way you're eating tonight is if you cook.	I'm not sure what to cook for dinner.	-21.643742084503174	-32.4028058052063	-1.3527338802814484	-2.1601870536804197	16	15	-20.138641357421875	-18.917580604553223	-1.438474382672991	-1.3512557574680872	14	14	-108.5792236328125	-118.14118146896362	-1.723479740203373	-1.9055029269187682	63	62	True	0.8074531733989714	True
3842	only	You know ... I did very poorly on that test.	Cheer up! It's not the only chance in life to do well on a test. There'll be many more.	Cheer up! It's not the chance in life to do well on a test. There'll be many more.	Well, you know how I am about exams. I'm a perfectionist.	-51.9710807800293	-65.63203048706055	-1.8561100278581892	-2.4308159439652055	28	27	-31.783536911010742	-32.37554931640625	-1.589176845550537	-1.6187774658203125	20	20	-141.90613555908203	-156.23290824890137	-2.252478342207651	-2.519885616917764	63	62	True	0.5747059161070163	True
4123	only	you look better today. How did your test go?__eou__much better than it did yesterday.__eou__did you pass?	I not only passed my test, but I aced it! I'm so happy!	I not passed my test, but I aced it! I'm so happy!	you should be. You worked really hard last night preparing for it.	-31.763060569763184	-44.85996627807617	-1.443775480443781	-2.1361888703845797	22	21	-26.107135772705078	-27.415908813476562	-1.4503964318169489	-1.5231060451931424	18	18	-138.96098470687866	-153.42909717559814	-1.8778511446875494	-2.1017684544602484	74	73	True	0.6924133899407987	True
5551	only	Did you watch the final last night? My favorite singer won!	Oh, I love him too. He not only sings well but also shows perseverance when he encounters difficulties in the contest.	Oh, I love him too. He not sings well but also shows perseverance when he encounters difficulties in the contest.	Yeah, he got booted after his initial performance in the audition, but he did not give up. He then tried at another two auditions.	-65.29428291320801	-78.88784980773926	-2.3319386754717146	-2.921772215101454	28	27	-78.44347190856934	-77.89931201934814	-2.3071609384873333	-2.2911562358631805	34	34	-204.07719230651855	-217.1612672805786	-2.5832555988166908	-2.7841188112894693	79	78	True	0.5898335396297392	True
5749	only	Do you have brothers and sisters?	No, I am the only child in my family.	No, I am the child in my family.	Oh, I have an elder sister. She is married .. Her husband is a businessman.	-11.830093383789062	-20.040695190429688	-0.7886728922526042	-1.4314782278878349	15	14	-44.0728816986084	-45.71711730957031	-2.0033128044821997	-2.0780507867986504	22	22	-91.15274238586426	-101.01011276245117	-1.8990154663721721	-2.1491513353713017	48	47	True	0.6428053356352307	True
6682	only	Lisa, I am told you did very well in your exam.	I was the only one who got a strait A in my class.	I was the one who got a strait A in my class.	Congratulations on your success.	-33.90376281738281	-41.80757141113281	-1.7844085693359375	-2.322642856174045	19	18	-10.309844970703125	-10.91196060180664	-1.145538330078125	-1.2124400668674045	9	9	-106.73020935058594	-115.23613357543945	-2.371782430013021	-2.619003035805442	45	44	True	0.5382342868381076	True
7167	only	Either we'll be millionaires, or we won't ... won't have a dime.__eou__And it's all coming down to the next three weeks.	The only person who seems confident the software will be done on time is Zina.	The person who seems confident the software will be done on time is Zina.	Yeah, she is some kind of Superwoman, isn't she?	-58.350669860839844	-65.99974822998047	-2.7786033267066594	-3.2999874114990235	21	20	-29.77007246017456	-31.631476402282715	-1.6538929144541423	-1.7573042445712619	18	18	-192.44925260543823	-201.9483518600464	-2.4993409429277693	-2.6572151560532418	77	76	True	0.5213840847923641	True
8299	only	Man, they take a lot of our paycheck.__eou__Yeah, the government really takes a bit, doesn't it?	Seriously. The only tax I don't mind them taking is social security. It's only a few dollars every paycheck.	Seriously. The tax I don't mind them taking is social security. It's a few dollars every paycheck.	Yeah, I don't mind it either. We’ll both end up rich slobs and not need it, but what if we do, you know?	-59.76855754852295	-68.45714092254639	-2.1345913410186768	-2.6329669585594764	28	26	-84.860116481781	-83.55007791519165	-2.4245747566223144	-2.38714508329119	35	35	-229.91470098495483	-237.26217889785767	-2.44590107430803	-2.578936727150627	94	92	True	0.4983756175407996	True
