id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	observer_mode	removal_log_prob_delta_per_token	removal_upper_iqr_outlier
5	just	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m not into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	-159.85788798332214	-165.3216941356659	-3.717625301937724	-3.93623081275395	43	42	-101.15237486362457	-101.95213377475739	-2.5936506375288353	-2.6141572762758303	39	39	-551.5096591711044	-557.7886661291122	-3.726416616020976	-3.79448072196675	148	147	True	False	0.21860551081622592	False
16	just	I'm looking for a white purse as a gift. Could you show what you have in stock?	You are in luck. We just receive a shipment of several different styles of white purses.	You are in luck. We receive a shipment of several different styles of white purses.	They must be popular again this season.	-121.91428101062775	-126.98212230205536	-5.079761708776156	-5.520961839219798	24	23	-41.301337480545044	-42.365776896476746	-3.1770259600419264	-3.258905915113596	13	13	-274.3270117044449	-280.471155166626	-4.354397011181665	-4.523728309139129	63	62	True	False	0.4412001304436419	False
35	just	I'm looking for some black pumps to go with my evening gown. Could you show me what you have?__eou__Sure, we have several different styles you may choose. How high of a heel do you want?__eou__Not to high, maybe an inch or an inch in the half would be the best.	In that case, I might have just the pair for you. Look at these, they were made in Italy, the leather is very soft, so your toes will not get pinched. You can tell just by looking at it that it was superbly made.	In that case, I might have the pair for you. Look at these, they were made in Italy, the leather is very soft, so your toes will not get pinched. You can tell by looking at it that it was superbly made.	Those are beautiful. Do you have any in a size six?	-194.11696112155914	-202.24420046806335	-3.346844157268261	-3.6115035797868456	58	56	-48.596564531326294	-48.98193979263306	-2.6998091406292386	-2.721218877368503	18	18	-596.7246998548508	-605.256430387497	-3.925820393781913	-4.035042869249979	152	150	True	False	0.26465942251858454	False
36	just	Are you OK?	I'm fine. I'm just so touched by the sad story.	I'm fine. I'm so touched by the sad story.	So I can say now that you must have enjoyed the opera. Which scene is your favorite?	-104.03947794437408	-109.18849527835846	-5.47576199707232	-6.066027515464359	19	18	-97.56367683410645	-94.72179818153381	-4.065153201421102	-3.946741590897242	24	24	-262.0191477537155	-264.2924882173538	-4.943757504787085	-5.082547850333727	53	52	True	False	0.5902655183920391	False
37	just	Did anyone call?	Just Mr. White.	Mr. White.	What did he want?	-84.02777457237244	-81.65306639671326	-8.402777457237244	-9.07256293296814	10	9	-6.049463987350464	-7.391831636428833	-0.6049463987350464	-0.7391831636428833	10	10	-157.32136249542236	-156.28403043746948	-5.244045416514079	-5.389104497843776	30	29	True	False	0.6697854757308956	False
66	just	Ah, Oh! Are you hurt?	I don't think so. I'm just shaken up a little.	I don't think so. I'm shaken up a little.	Maybe I'd better call an ambulance.	-79.73333942890167	-86.5038834810257	-4.196491548889561	-4.805771304501428	19	18	-32.007848143577576	-31.220284700393677	-2.4621421648905826	-2.401560361568744	13	13	-211.9251413345337	-217.94504249095917	-4.607068289881167	-4.8432231664657595	46	45	True	False	0.6092797556118663	False
77	just	May I please speak to Tom?__eou__Tom has gone to lunch.	I'll just try him again.	I'll try him again.	Do you want me to have him give you a call?	-59.871009826660156	-54.095252990722656	-4.989250818888347	-4.917750271883878	12	11	-39.0047150850296	-38.416791796684265	-2.2943950050017414	-2.259811282157898	17	17	-225.60250115394592	-219.2388210296631	-4.256650965168791	-4.2161311736473674	53	52	True	False	-0.07150054700446873	False
95	just	Jessie, I’m afraid I can’t come back home for dinner tonight.__eou__Not back home for dinner again? That’s the third time this week!	I’m sorry. Our company has just opened. There are always too many things to handle. You know that.	I’m sorry. Our company has opened. There are always too many things to handle. You know that.	You don’t have to explain. Suit yourself.	-141.85421752929688	-142.72052001953125	-5.066222054617746	-5.285945185908565	28	27	-42.52436375617981	-43.40591883659363	-2.8349575837453207	-2.893727922439575	15	15	-352.30989503860474	-353.99850273132324	-4.144822294571821	-4.21426788965861	85	84	True	False	0.21972313129081922	False
147	just	How can I get to Lakeside Park?	Take the No. 7 bus. There's a bus stop just over there.	Take the No. 7 bus. There's a bus stop over there.	Will it take me straight there?	-118.21862733364105	-118.2275995016098	-5.373573969710957	-5.629885690552848	22	21	-29.076427459716797	-30.423833966255188	-2.4230356216430664	-2.5353194971879325	12	12	-221.23930251598358	-222.59568119049072	-4.515087806448644	-4.63741002480189	49	48	True	False	0.25631172084189036	False
150	just	Hello. Excuse me. Do you know if there's a Commercial Bank around here?__eou__Yes, go straight along Beijing Road and turn right.__eou__Straight on, and turn right. Is it far?	No, it's just a couple of minutes.	No, it's a couple of minutes.	Thanks very much.	-58.73771858215332	-68.15017890930176	-3.915847905476888	-4.867869922092983	15	14	-22.1074481010437	-22.142608165740967	-2.456383122338189	-2.460289796193441	9	9	-364.3656370639801	-373.77164673805237	-4.5545704632997515	-4.731286667570283	80	79	True	False	0.9520220166160951	True
