source_dataset	dataset_role	source_row_index	id	word	subset	context	w_word	wo_word	followup_metadata_only	with_without_diff	generated_from	generated_from_text	sampling_strategy	prompt_mode	top_p	temperature	base_seed	condition_seed	samples_requested	unique_samples_obtained	max_sample_draws	sample_draw	unique_rank	response	normalized_response	raw_generation	log_prob_given_P	log_prob_given_P_prime	log_prob_given_P_per_token	log_prob_given_P_prime_per_token	token_count_given_P	token_count_given_P_prime	own_log_prob	other_log_prob	own_log_prob_per_token	other_log_prob_per_token	own_context_log_prob_advantage	own_context_log_prob_advantage_per_token	own_context_win	include_context
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	1	1	21st century slavery! I demand my freedom! I’m going to go. I’m going to call my father.	21st century slavery! i demand my freedom! i’m going to go. i’m going to call my father.	21st century slavery! I demand my freedom! I’m going to go. I’m going to call my father.\nSpeaker 2: Do you think you can? What’s his number?\nSpeaker 1: I know that it starts with 603. The rest of the digits are a blur.\nSpeaker 2	-55.3182373046875	-56.17706298828125	-2.304926554361979	-2.340710957845052	24	24	-55.3182373046875	-56.17706298828125	-2.304926554361979	-2.340710957845052	0.85882568359375	0.0357844034830732	True	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	2	2	3 is good enough for me. Thanks, Piotr! We’ve got an awesome band, but are we actually any good?	3 is good enough for me. thanks, piotr! we’ve got an awesome band, but are we actually any good?	3 is good enough for me. Thanks, Piotr! We’ve got an awesome band, but are we actually any good?\nSpeaker 2: I think you guys have all been working so hard, that it’s finally starting to click. I hear that if you want to get noticed, you have to stand	-81.72940063476562	-81.32763671875	-3.0270148383246527	-3.012134693287037	27	27	-81.72940063476562	-81.32763671875	-3.0270148383246527	-3.012134693287037	-0.401763916015625	-0.0148801450376154	False	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	3	3	Oh, come on. Let’s give this a shot, it won’t kill us.	oh, come on. let’s give this a shot, it won’t kill us.	 Oh, come on. Let’s give this a shot, it won’t kill us.\nSpeaker 2:  I don’t want to become another one of your wackos. What’s wrong with the way I am? I’m gorgeous and I’m young and I’m healthy.\nSpeaker 1:	-32.30527114868164	-33.6840763092041	-1.794737286037869	-1.8713375727335613	18	18	-32.30527114868164	-33.6840763092041	-1.794737286037869	-1.8713375727335613	1.378805160522461	0.0766002866956923	True	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	4	4	Come on! You’ve got to admit that you feel great, don’t you? We’ll go to the gym every night, work out hard, eat right, and soon you’ll feel better than you ever did in your life.	come on! you’ve got to admit that you feel great, don’t you? we’ll go to the gym every night, work out hard, eat right, and soon you’ll feel better than you ever did in your life.	 Come on! You’ve got to admit that you feel great, don’t you? We’ll go to the gym every night, work out hard, eat right, and soon you’ll feel better than you ever did in your life.\nSpeaker 2: And do what? I’m not going to go back to	-73.13842391967773	-77.60831832885742	-1.5561366791420794	-1.6512408155076048	47	47	-73.13842391967773	-77.60831832885742	-1.5561366791420794	-1.6512408155076048	4.469894409179688	0.0951041363655254	True	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	5	5	2 weeks ago you were ready to drop the project for this because of “boredom”.	2 weeks ago you were ready to drop the project for this because of “boredom”.	2 weeks ago you were ready to drop the project for this because of “boredom”.\nSpeaker 2: Oh, please, now that’s embarrassing!	-52.11894226074219	-53.18670654296875	-2.7431022242495886	-2.799300344366776	19	19	-52.11894226074219	-53.18670654296875	-2.7431022242495886	-2.799300344366776	1.0677642822265625	0.0561981201171875	True	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	6	6	1000 words is my limit!	1000 words is my limit!	1000 words is my limit!\nSpeaker 2: Wow! Have you gone crazy? It’s way more than that! And with special effects, music, character voices, …… Do you even realize that you’re not an 18 year-old slacker anymore?\nSpeaker 1: That doesn’t mean that I	-22.7353515625	-23.1865234375	-3.2479073660714284	-3.3123604910714284	7	7	-22.7353515625	-23.1865234375	-3.2479073660714284	-3.3123604910714284	0.451171875	0.064453125	True	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	7	7	100 days of this already?! I feel like I’m so far behind! When am I going to be able to eat what I want and not worry about it?	100 days of this already?! i feel like i’m so far behind! when am i going to be able to eat what i want and not worry about it?	100 days of this already?! I feel like I’m so far behind! When am I going to be able to eat what I want and not worry about it?\nSpeaker 2: There’s hope for you yet, buddy. I’ll try not to push you too far.	-65.70087814331055	-67.91609191894531	-1.990935701312441	-2.0580633914831914	33	33	-65.70087814331055	-67.91609191894531	-1.990935701312441	-2.0580633914831914	2.2152137756347656	0.0671276901707504	True	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	8	8	Oh, well, then, you’re out of luck. You might as well move in with your sister.	oh, well, then, you’re out of luck. you might as well move in with your sister.	 Oh, well, then, you’re out of luck. You might as well move in with your sister.\n“ Two stories, and only two, are meant to be set to music: Tristan and Iseult and Romeo and Juliet, two love stories with bitter, abrupt endings. For all other stories, endings	-42.211721420288086	-43.16155529022217	-1.9187146100130947	-1.9618888768282805	22	22	-42.211721420288086	-43.16155529022217	-1.9187146100130947	-1.9618888768282805	0.949833869934082	0.0431742668151855	True	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	9	9	40. Not so bad.	40. not so bad.	40. Not so bad.\nSpeaker 2: Yeah, not bad.\nSpeaker 1: What’s a cucumber?\nSpeaker 2: That’s a cucumber.\nSpeaker 1: Yeah, I know, but what does it taste like?\nSpeaker 2: Like a cucumber. You’ve never tried one?\nSpeaker	-21.41162109375	-21.66552734375	-3.568603515625	-3.6109212239583335	6	6	-21.41162109375	-21.66552734375	-3.568603515625	-3.6109212239583335	0.25390625	0.0423177083333334	True	True
not	meaning_control	0	5	not	h	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	0.06748520601	P	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	nucleus	base	0.9	1.0	20260416	1524864276	50	50	200	10	10	Whoa! I’m not either. I just made up a ridiculous situation to make a lesson out of it. Where’s the fun in that?	whoa! i’m not either. i just made up a ridiculous situation to make a lesson out of it. where’s the fun in that?	 Whoa! I’m not either. I just made up a ridiculous situation to make a lesson out of it. Where’s the fun in that?\nSpeaker 2: You’re right, and I think we’ve both done the same thing way too often. Let’s change this up. I dare you to make	-69.27560806274414	-72.57320785522461	-2.3091869354248047	-2.419106928507487	30	30	-69.27560806274414	-72.57320785522461	-2.3091869354248047	-2.419106928507487	3.2975997924804688	0.1099199930826824	True	True
