source_dataset	dataset_role	source_row_index	id	word	subset	generated_from	analysis_metric	n_candidates	n_items	mean_candidates_per_item	mean_own_context_log_prob_advantage	median_own_context_log_prob_advantage	mean_own_context_log_prob_advantage_per_token	median_own_context_log_prob_advantage_per_token	own_context_win_rate	own_context_win_rate_per_token	weighted_own_context_win_rate	weighted_own_context_win_rate_per_token	weighted_own_context_log_prob_advantage	weighted_own_context_log_prob_advantage_per_token	top1_own_context_win_rate	top1_own_context_win_rate_per_token	top1_mean_own_context_log_prob_advantage	top1_mean_own_context_log_prob_advantage_per_token	mean_unique_samples_obtained	min_unique_samples_obtained	mean_sample_draw
expanded_data	discourse_particle	0	just_e_1157	just	o	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0024063459355837145	0.0069406418573289	0.0024063459355837145	0.0069406418573289	0.56	0.56	0.7491116016765744	0.7491116016765744	0.014432409751915292	0.014432409751915292	1.0	1.0	0.1165771484375	0.1165771484375	50.0	50	25.5
expanded_data	discourse_particle	0	just_e_1157	just	o	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.005720120700761996	0.0067553976307741	0.005720120700761996	0.0067553976307741	0.56	0.56	0.47738151954668856	0.47738151954668856	0.013540275122830412	0.013540275122830412	1.0	1.0	0.07080078125	0.07080078125	50.0	50	25.5
expanded_data	discourse_particle	1	just_j_5467	just	h	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.009791072294930741	-0.01177686608355965	0.009791072294930741	-0.01177686608355965	0.44	0.44	0.66832734300337	0.66832734300337	0.06995545080574016	0.06995545080574016	1.0	1.0	0.41015625	0.41015625	50.0	50	26.06
expanded_data	discourse_particle	1	just_j_5467	just	h	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.04348880467925431	0.0422077178955078	0.04348880467925431	0.0422077178955078	0.72	0.72	0.5904263334377834	0.5904263334377834	0.005359633348482657	0.005359633348482657	1.0	1.0	0.0406249999999999	0.0406249999999999	50.0	50	26.34
expanded_data	discourse_particle	2	just_j_2485	just	h	P	own_context_log_prob_advantage_per_token	50	1	50.0	-0.004541482325303997	0.0001852671305338999	-0.004541482325303997	0.0001852671305338999	0.5	0.5	0.49396553438811414	0.49396553438811414	-0.008247644964287875	-0.008247644964287875	0.0	0.0	-0.0566609700520834	-0.0566609700520834	50.0	50	26.78
expanded_data	discourse_particle	2	just_j_2485	just	h	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.01974901615336953	0.01383740974195085	0.01974901615336953	0.01383740974195085	0.6	0.6	0.6521334115126516	0.6521334115126516	0.03144995731002993	0.03144995731002993	1.0	1.0	0.0397635565863714	0.0397635565863714	50.0	50	25.5
expanded_data	discourse_particle	3	just_e_2798	just	o	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.05675519430988531	0.03141034444173175	0.05675519430988531	0.03141034444173175	0.72	0.72	0.7848934852679262	0.7848934852679262	0.08050935362095403	0.08050935362095403	1.0	1.0	0.1655826568603515	0.1655826568603515	50.0	50	25.5
expanded_data	discourse_particle	3	just_e_2798	just	o	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.16302068962940097	0.09324754987444205	0.16302068962940097	0.09324754987444205	0.86	0.86	0.8693799048594535	0.8693799048594535	0.12378503339032196	0.12378503339032196	1.0	1.0	0.2615966796875	0.2615966796875	50.0	50	26.16
expanded_data	discourse_particle	4	just_j_1627	just	h	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.007336339190656526	0.0029441773633419	0.007336339190656526	0.0029441773633419	0.58	0.58	0.6060553878974494	0.6060553878974494	0.004802958632787542	0.004802958632787542	1.0	1.0	0.0069087743759155	0.0069087743759155	50.0	50	26.2
expanded_data	discourse_particle	4	just_j_1627	just	h	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.0023023501854060853	0.0018940354413529	0.0023023501854060853	0.0018940354413529	0.56	0.56	0.5598099277047863	0.5598099277047863	0.002984859037471064	0.002984859037471064	0.0	0.0	-0.0012741088867187	-0.0012741088867187	50.0	50	26.94
expanded_data	discourse_particle	5	just_e_4508	just	o	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.02062791876300697	0.013686988467262	0.02062791876300697	0.013686988467262	0.64	0.64	0.6674600476045264	0.6674600476045264	0.026795520431116347	0.026795520431116347	1.0	1.0	0.1057076454162597	0.1057076454162597	50.0	50	25.5
expanded_data	discourse_particle	5	just_e_4508	just	o	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.034891847697033906	0.018590927124023403	0.034891847697033906	0.018590927124023403	0.64	0.64	0.6387380331241103	0.6387380331241103	0.023892001531232967	0.023892001531232967	1.0	1.0	0.062890625	0.062890625	50.0	50	25.5
expanded_data	discourse_particle	6	just_j_638	just	h	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.015303463554467791	0.0015850975399924999	0.015303463554467791	0.0015850975399924999	0.56	0.56	0.6428610471944296	0.6428610471944296	0.009352395248018296	0.009352395248018296	1.0	1.0	0.0054042271205358	0.0054042271205358	50.0	50	25.5
expanded_data	discourse_particle	6	just_j_638	just	h	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.013065260261901189	0.0110722859700522	0.013065260261901189	0.0110722859700522	0.62	0.62	0.5849668751283692	0.5849668751283692	0.008584080636112674	0.008584080636112674	1.0	1.0	0.0122514204545454	0.0122514204545454	50.0	50	25.5
