id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	removal_log_prob_delta_per_token	removal_upper_iqr_outlier
5	just	Isn’t he the best instructor? I think he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m not into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	-111.28628969192505	-111.00113344192505	-2.5880532486494197	-2.642884129569644	43	42	-74.86884307861328	-75.11804580688477	-1.9702327125950863	-1.9767906791285466	38	38	-342.1600728034973	-342.1019024848938	-2.3597246400241194	-2.375707656145096	145	144	True	0.054830880920224256	False
16	just	I'm looking for a white purse as a gift. Could you show what you have in stock?	You are in luck. We just receive a shipment of several different styles of white purses.	You are in luck. We receive a shipment of several different styles of white purses.	They must be popular again this season.	-33.64979863166809	-34.41666650772095	-1.4020749429861705	-1.4963768046835195	24	23	-23.791208267211914	-24.58802604675293	-1.9826006889343262	-2.049002170562744	12	12	-114.5633761882782	-116.09997570514679	-1.90938960313797	-1.9677961983923185	60	59	True	0.094301861697349	False
35	just	I'm looking for some black pumps to go with my evening gown. Could you show me what you have?__eou__Sure, we have several different styles you may choose. How high of a heel do you want?__eou__Not to high, maybe an inch or an inch in the half would be the best.	In that case, I might have just the pair for you. Look at these, they were made in Italy, the leather is very soft, so your toes will not get pinched. You can tell just by looking at it that it was superbly made.	In that case, I might have the pair for you. Look at these, they were made in Italy, the leather is very soft, so your toes will not get pinched. You can tell by looking at it that it was superbly made.	Those are beautiful. Do you have any in a size six?	-108.91324138641357	-119.8119649887085	-1.877814506662303	-2.139499374798366	58	56	-21.95008087158203	-22.682758331298828	-1.2911812277401196	-1.3342799018411076	17	17	-274.34048986434937	-286.040406703949	-1.8412113413714724	-1.9458531068295848	149	147	True	0.26168486813606284	False
36	just	Are you OK?	I'm fine. I'm just so touched by the sad story.	I'm fine. I'm so touched by the sad story.	So I can say now that you must have enjoyed the opera. Which scene is your favorite?	-34.680904388427734	-36.156978607177734	-1.8253107572856702	-2.008721033732096	19	18	-63.87624931335449	-63.64449501037598	-2.7772282310154126	-2.7671519569728686	23	23	-114.89137077331543	-116.10932350158691	-2.2978274154663088	-2.369578030644631	50	49	True	0.18341027644642605	False
37	just	Did anyone call?	Just Mr. White.	Mr. White.	What did he want?	-17.148025512695312	-14.757827758789062	-1.7148025512695313	-1.6397586398654513	10	9	-4.684142112731934	-5.176074028015137	-0.5204602347479926	-0.5751193364461263	9	9	-42.77854633331299	-40.88589572906494	-1.584390604937518	-1.5725344511178823	27	26	True	-0.07504391140407995	False
66	just	Ah, Oh! Are you hurt?	I don't think so. I'm just shaken up a little.	I don't think so. I'm shaken up a little.	Maybe I'd better call an ambulance.	-19.136871337890625	-21.580211639404297	-1.0072037546258223	-1.198900646633572	19	18	-13.99406623840332	-13.551298141479492	-1.16617218653361	-1.129274845123291	12	12	-70.36156272888184	-72.36947822570801	-1.6363154122995776	-1.7230828148978097	43	42	True	0.19169689200774975	False
77	just	May I please speak to Tom?__eou__Tom has gone to lunch.	I'll just try him again.	I'll try him again.	Do you want me to have him give you a call?	-19.774166107177734	-16.159425735473633	-1.6478471755981445	-1.4690387032248757	12	11	-17.784423828125	-17.203914642333984	-1.1115264892578125	-1.075244665145874	16	16	-79.56084060668945	-75.35581970214844	-1.591216812133789	-1.5378738714724172	50	49	True	-0.1788084723732688	False
95	just	Jessie, I’m afraid I can’t come back home for dinner tonight.__eou__Not back home for dinner again? That’s the third time this week!	I’m sorry. Our company has just opened. There are always too many things to handle. You know that.	I’m sorry. Our company has opened. There are always too many things to handle. You know that.	You don’t have to explain. Suit yourself.	-56.02335739135742	-60.70047950744629	-2.000834192548479	-2.248165907683196	28	27	-27.32060432434082	-27.256622314453125	-1.9514717374529158	-1.946901593889509	14	14	-159.36261558532715	-164.02083206176758	-1.9674396985842857	-2.050260400772095	81	80	True	0.24733171513471675	False
147	just	How can I get to Lakeside Park?	Take the No. 7 bus. There's a bus stop just over there.	Take the No. 7 bus. There's a bus stop over there.	Will it take me straight there?	-28.314468383789062	-28.557998657226562	-1.2870212901722302	-1.3599046979631697	22	21	-14.820068359375	-15.039993286132812	-1.3472789417613635	-1.3672721169211648	11	11	-71.56300354003906	-72.02645874023438	-1.5557174682617188	-1.6005879720052083	46	45	True	0.07288340779093949	False
150	just	Hello. Excuse me. Do you know if there's a Commercial Bank around here?__eou__Yes, go straight along Beijing Road and turn right.__eou__Straight on, and turn right. Is it far?	No, it's just a couple of minutes.	No, it's a couple of minutes.	Thanks very much.	-17.109676361083984	-19.23659896850586	-1.1406450907389323	-1.3740427834647042	15	14	-5.149908065795898	-5.322414398193359	-0.6437385082244873	-0.6653017997741699	8	8	-122.31826591491699	-124.61769485473633	-1.588548907985935	-1.6397065112465306	77	76	True	0.23339769272577193	False
