id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	removal_log_prob_delta_per_token	removal_upper_iqr_outlier
462	just	I'm looking for some fresh produce that's on sale.	Well, we just got in some mangoes.	Well, we got in some mangoes.	Mangoes. What are they?	-21.49287986755371	-29.856857299804688	-1.432858657836914	-2.1326326642717635	15	14	-14.124393463134766	-13.473299026489258	-1.2840357693758877	-1.224845366044478	11	11	-75.2705307006836	-82.96865653991699	-1.792155492873419	-2.023625769266268	42	41	True	0.6997740064348494	True
498	just	I'm hungry. Do we have anything to eat?	Just a few cookies.	A few cookies.	That's fine with me.	-12.601739883422852	-15.15880012512207	-1.2601739883422851	-1.6843111250135634	10	9	-10.309347152709961	-11.221857070922852	-1.030934715270996	-1.1221857070922852	10	10	-51.163835525512695	-54.654958724975586	-1.4618238721575056	-1.6074987860286938	35	34	True	0.4241371366712783	True
569	just	May I help you?	I'm just browsing, thanks.	I'm browsing, thanks.	We're on clearance sale now. Prices have up to twenty percent off. Do not miss the chance.	-13.89432144165039	-17.96762466430664	-1.1578601201375325	-1.6334204240278765	12	11	-66.16835975646973	-65.27855205535889	-2.646734390258789	-2.6111420822143554	25	25	-94.96537590026855	-98.16834163665771	-2.064464693484099	-2.181518703036838	46	45	True	0.475560303890344	True
976	just	Is there anything I can do for you?__eou__I'm looking for a black, leather bag.__eou__How's this?	I'm just looking.	I'm looking.	If you need any help, let me know.	-11.10852336883545	-13.88098430633545	-1.110852336883545	-1.5423315895928278	10	9	-12.077171325683594	-14.515880584716797	-0.8626550946916852	-1.0368486131940569	14	14	-75.50710391998291	-80.75363540649414	-1.2378213757374248	-1.345893923441569	61	60	True	0.4314792527092828	True
1043	just	May I help you?	No, thank you. I'm just looking. Maybe later I might need your help.	No, thank you. I'm looking. Maybe later I might need your help.	I hope you will! Take your time. We have a lot more upstairs.	-34.70864486694336	-44.587440490722656	-1.509071515954059	-2.0267018404873935	23	22	-43.29711151123047	-44.542646408081055	-2.1648555755615235	-2.2271323204040527	20	20	-92.90270614624023	-104.02470588684082	-1.7865905028123121	-2.0397001154282512	52	51	True	0.5176303245333345	True
1052	just	It's time to get up!	I just went to bed!	I went to bed!	You shouldn't have stayed up so late watching TV. I told you we had to get an early start.	-11.895683288574219	-17.40685272216797	-1.081425753506747	-1.740685272216797	11	10	-37.89842414855957	-39.37159729003906	-1.457631698021522	-1.5142922034630408	26	26	-72.27838325500488	-79.27560424804688	-1.505799651145935	-1.6867149840009974	48	47	True	0.6592595187100498	True
1157	just	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	-15.555791854858398	-21.7998104095459	-1.0370527903238933	-1.5571293149675642	15	14	-7.6400251388549805	-7.509166717529297	-1.2733375231424968	-1.2515277862548828	6	6	-41.91081523895264	-48.00626182556152	-1.2326710364397835	-1.4547352068351977	34	33	True	0.5200765246436709	True
1246	just	Good afternoon, ma'am. Can I help you find anything?	No, thanks. I'm just looking.	No, thanks. I'm looking.	We have a special on these skirts this week. Would you like to try one on?	-9.394662857055664	-16.303043365478516	-0.6710473469325474	-1.2540802588829627	14	13	-32.70072937011719	-31.75462532043457	-1.4863967895507812	-1.4433920600197532	22	22	-74.00532913208008	-79.97914695739746	-1.396326964756228	-1.5380605184114897	53	52	True	0.5830329119504153	True
1695	just	Good afternoon, ma'am. Can I help you find anything?	No, thanks. I'm just looking.	No, thanks. I'm looking.	We have a special on these skirts this week. Would you like to try one on?	-9.394662857055664	-16.303043365478516	-0.6710473469325474	-1.2540802588829627	14	13	-32.70072937011719	-31.75462532043457	-1.4863967895507812	-1.4433920600197532	22	22	-74.00532913208008	-79.97914695739746	-1.396326964756228	-1.5380605184114897	53	52	True	0.5830329119504153	True
2216	just	Are you ready to go shopping?	Just a minute. I need to make a list of thinks that we need.	A minute. I need to make a list of thinks that we need.	Good idea. Have you written down potatoes, carrots, and onions?	-43.71953201293945	-50.48753547668457	-2.0818824768066406	-2.5243767738342284	21	20	-34.721439361572266	-35.400062561035156	-1.9289688534206815	-1.9666701422797308	18	18	-99.74693870544434	-107.16762733459473	-1.9949387741088866	-2.1870944353998922	50	49	True	0.4424942970275878	True
2273	just	How do you use an ATM card, Billy?__eou__It’s easy grandpa. Insert you card into the machine here. Then wait a moment. Ok. Now you enter your PIN. It should have four numbers.	Oh yes. I’Ve got it written down here. Just a minute.	Oh yes. I’Ve got it written down here. A minute.	You really shouldn’t write it down. You should memorise it. You can change it to a more convenient number if you like.	-48.43473815917969	-56.09172058105469	-2.3064161028180803	-2.8045860290527345	21	20	-50.01511001586914	-51.34199905395508	-1.6133906456731981	-1.6561935178695186	31	31	-227.6336441040039	-236.60774993896484	-2.188785039461576	-2.297162620766649	104	103	True	0.49816992623465417	True
2361	just	Give me a pack of first-class stamps, please.__eou__Here you are. That will be five dollars. Anything else?__eou__Yes. I want some post cards and some airmail stamps. I want to send some letters to South America.	Just a moment, I'll look up the rate for air-mail letters to South America.	A moment, I'll look up the rate for air-mail letters to South America.	Can you tell me how much it will cost to send a package to Colombia? Also, I what to know how long it will take.	-36.59613800048828	-46.37859344482422	-1.5911364348038384	-2.1081178838556465	23	22	-54.13595962524414	-54.88406753540039	-1.6917487382888794	-1.7151271104812622	32	32	-201.0289764404297	-211.5020980834961	-1.7181963798327324	-1.8232939489956559	117	116	True	0.5169814490518081	True
2403	just	This is a very spacious apartment. It's forty pings, including the parking space. That's about one thousand four hundred square feet.	Wow. It's just the two of us. I don't know if we need that much room.	Wow. It's the two of us. I don't know if we need that much room.	You never know when two might turn into three.	-30.5009708404541	-41.794939041137695	-1.1731142630943885	-1.6717975616455079	26	25	-25.507843017578125	-25.737201690673828	-1.821988786969866	-1.8383715493338448	14	14	-141.59588432312012	-153.10870552062988	-1.9666095044877794	-2.156460641135632	72	71	True	0.49868329855111937	True
2485	just	I'm looking for some fresh produce that's on sale.	Well, we just got in some mangoes.	Well, we got in some mangoes.	Mangoes. What are they?	-21.49287986755371	-29.856857299804688	-1.432858657836914	-2.1326326642717635	15	14	-14.124393463134766	-13.473299026489258	-1.2840357693758877	-1.224845366044478	11	11	-75.2705307006836	-82.96865653991699	-1.792155492873419	-2.023625769266268	42	41	True	0.6997740064348494	True
2522	just	I'm searching for an old music box.__eou__You came to the right place. Any particular decade?__eou__If you had a box made in the' 20s, that would be nice.	We just got one in yesterday, so now we have six.	We got one in yesterday, so now we have six.	Would any of them have dancing figures?	-33.339595794677734	-43.168331146240234	-1.8521997663709853	-2.539313596837661	18	17	-22.32864761352539	-21.68609619140625	-1.8607206344604492	-1.8071746826171875	12	12	-162.1265754699707	-171.32179260253906	-1.9533322345779602	-2.0892901536895008	83	82	True	0.6871138304666757	True
2554	just	Do you think this blouse really suits me?	Sure.It' s just right.	Sure.It' s right.	Not too tight in the waist?	-28.085046768188477	-31.96775245666504	-2.3404205640157065	-2.9061593142422764	12	11	-20.573898315429688	-20.095489501953125	-1.8703543923117898	-1.8268626819957385	11	11	-82.97258567810059	-86.38236045837402	-2.304794046613905	-2.4680674416678294	36	35	True	0.5657387502265698	True
