id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	removal_log_prob_delta_per_token	removal_upper_iqr_outlier
148	only	I come home for lunch.__eou__How long have you got?	Only 1 hour.	1 Hour.	Okay, I'll make you some food.	-9.907508850097656	-11.672414779663086	-0.9907508850097656	-1.2969349755181208	10	9	-16.00139331817627	-15.54535961151123	-1.2308764090904822	-1.1957968931931715	13	13	-71.0742597579956	-72.40832614898682	-1.615324085408991	-1.6839145616043445	44	43	True	0.30618409050835516	False
161	only	Do you mind if I get a lift in your car, please?	I don’t see any problem; only the car is a bit old.	I don’t see any problem; the car is a bit old.	Oh you’re so kind!	-37.93989562988281	-37.70832824707031	-1.8969947814941406	-1.9846488551089638	20	19	-18.7259521484375	-18.983009338378906	-1.87259521484375	-1.8983009338378907	10	10	-95.60945129394531	-95.63494110107422	-1.9918635686238606	-2.0347859808739197	48	47	True	0.08765407361482325	False
315	only	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?	-16.50382423400879	-10.825071334838867	-1.269524941077599	-0.9020892779032389	13	12	-22.95132064819336	-21.677385330200195	-1.2079642446417558	-1.1409150173789577	19	19	-73.40947151184082	-66.45304107666016	-1.4681894302368164	-1.3561845117685747	50	49	True	-0.36743566317436016	False
491	only	Excuse me. Can you tell me where the Wal-Mart supermarket is?__eou__Turn right at the second crossing and then go straight for two blocks.__eou__Is it far from here?	No, it’s only ten-minute's walk.	No, it’s ten-minute's walk.	Thanks a lot.	-21.72616672515869	-23.73535919189453	-1.4484111150105794	-1.695382799421038	15	14	-3.517000198364258	-3.536012649536133	-0.4396250247955322	-0.4420015811920166	8	8	-83.73612117767334	-85.77539730072021	-1.1630016830232408	-1.2081041873340876	72	71	True	0.24697168441045858	False
501	only	Would you like to mail it by air or sea?__eou__Hmm ... How long will it take to mail things to the USA by air?	About 10 days. You can send it express mail if you need it faster. It will only take three or four days.	About 10 days. You can send it express mail if you need it faster. It will take three or four days.	I want to send it by express mail. The faster, the better.	-50.74997520446777	-49.929433822631836	-1.585936725139618	-1.6106268975042528	32	31	-21.80611228942871	-21.6138858795166	-1.147690120496248	-1.1375729410271895	19	19	-151.5201930999756	-150.5244083404541	-1.7416114149422481	-1.750283817912257	87	86	True	0.024690172364634888	False
649	only	Well, what about this two-bedroom apartment? The listing says it's right in the heart of the city, just steps from the metro.__eou__Wow, that would be very convenient. How much is the rent?	It says it's $ 1600. But if you share it with another person, that's only $ 800 per month.	It says it's $ 1600. But if you share it with another person, that's $ 800 per month.	That definitely sounds like a steal. I think that is a very trendy neighborhood as well.	-53.648845195770264	-53.59038019180298	-1.4902456998825073	-1.5311537197657994	36	35	-47.508989334106445	-48.549339294433594	-2.1594995151866567	-2.2067881497469815	22	22	-188.87441539764404	-189.839825630188	-1.7327928018132481	-1.7577761632424813	109	108	True	0.04090801988329207	False
659	only	Mmmm ... This apartment seems a little expensive. Do you have any cheap studios?	Actually, the one-bedroom is the only vacant apartment right now.	Actually, the one-bedroom is the vacant apartment right now.	Do you think any studios will open up soon?	-32.515459060668945	-37.2905330657959	-1.8064143922593858	-2.1935607685762295	18	17	-22.0615234375	-21.946887969970703	-1.5758231026785714	-1.5676348549979073	14	14	-125.98359870910645	-130.6440372467041	-2.3770490322472915	-2.5123853316673865	53	52	True	0.3871463763168437	False
660	only	What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.	-35.56410598754883	-35.33919143676758	-1.422564239501953	-1.4724663098653157	25	24	-21.58275318145752	-20.97475814819336	-0.9383805731068486	-0.9119460064431896	23	23	-91.52336025238037	-90.70122337341309	-1.2890614120053574	-1.29573176247733	71	70	True	0.04990207036336258	False
666	only	What's the problem, sir?	I bought this toy gun from your store two weeks ago. My son played with it only twice and it broke.	I bought this toy gun from your store two weeks ago. My son played with it twice and it broke.	Do you keep the receipt?	-49.76435852050781	-46.83760070800781	-1.7772985185895647	-1.7347259521484375	28	27	-13.17763900756836	-13.046615600585938	-1.317763900756836	-1.3046615600585938	10	10	-84.58481979370117	-81.52703857421875	-1.7262208121163505	-1.6984799702962239	49	48	True	-0.04257256644112717	False
687	only	Excuse me. Could you tell me the way to the Star Hotel?__eou__Yes. Go down the main road. You can't miss it.__eou__How long will it take me to get there?	It's only about a five-minute walk.	It's about a five-minute walk.	Thank you very much.	-11.427813529968262	-8.86616039276123	-0.816272394997733	-0.68201233790471	14	13	-2.398371696472168	-2.5288219451904297	-0.2664857440524631	-0.28098021613227	9	9	-69.07869148254395	-66.6489610671997	-0.9089301510861045	-0.8886528142293294	76	75	True	-0.1342600570930229	False
