id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	observer_mode	removal_log_prob_delta_per_token	removal_upper_iqr_outlier
148	only	I come home for lunch.__eou__How long have you got?	Only 1 hour.	1 Hour.	Okay, I'll make you some food.	-59.8076171875	-61.9765625	-5.98076171875	-7.7470703125	10	8	-90.624755859375	-91.35595703125	-6.041650390625	-6.090397135416667	15	15	-354.5176944732666	-357.3494815826416	-7.385785301526387	-7.768466990926991	48	46	True	False	1.7663085937499998	True
797	only	Good evening, may I help you?__eou__I would like to book a table for six tonight.	Sorry, sir. We have only double tables left.	Sorry, sir. We have double tables left.	What a pity. Can you recommend a nice restaurant near here?	-86.314697265625	-100.1444091796875	-5.3946685791015625	-6.6762939453125	16	15	-87.91581726074219	-81.84930419921875	-4.884212070041233	-4.547183566623264	18	18	-365.1558151245117	-372.9459686279297	-5.705559611320496	-5.919777279808407	64	63	True	False	1.2816253662109371	True
1562	only	Did you watch the finale last night? My favorite singer won!	Oh, I love him too. He not only sings well but shows perseverance when he encounters difficulties in the contest.	Oh, I love him too. He not sings well but shows perseverance when he encounters difficulties in the contest.	Yeah, he got booted after his initial performance in the audition, but he did not give up. He then tried at another two auditions.	-140.29546356201172	-157.6732177734375	-5.010552270071847	-5.839748806423611	28	27	-181.1949706077576	-180.6975643634796	-5.4907566850835625	-5.475683768590291	33	33	-531.4926543235779	-548.3749325275421	-6.252854756747975	-6.528273006280263	85	84	True	False	0.8291965363517635	True
1624	only	Hi, I want to check out.__eou__Okay. Come with me.__eou__Can I pay by a credit card?	Sorry, you can only pay cash.	Sorry, you can pay cash.	OK. Here is the money.	-50.82843017578125	-57.83905029296875	-3.9098792442908654	-4.819920857747396	13	12	-62.6605224609375	-57.1417236328125	-5.221710205078125	-4.761810302734375	12	12	-430.5039863586426	-432.0094795227051	-6.330940975862391	-6.447902679443359	68	67	True	False	0.910041613456531	True
3332	only	I'm so hungry! Can you buy me a burrito?__eou__I don't have any money to buy you a burrito.__eou__Please? I haven't eaten anything all day.	Look, I only have money to buy myself a burrito.	Look, I have money to buy myself a burrito.	I'm so hungry, I could eat a whole cow!	-69.07252502441406	-79.82771301269531	-4.063089707318475	-4.989232063293457	17	16	-73.08404541015625	-70.62062454223633	-4.06022474500868	-3.92336803012424	18	18	-494.2413351535797	-502.6643583774567	-5.314422958640642	-5.463743025841921	93	92	True	False	0.9261423559749824	True
3380	only	Are we going to have dinner tonight?__eou__What are you planning on making?__eou__I'm not cooking dinner.	The only way you're eating tonight is if you cook.	The way you're eating tonight is if you cook.	I'm not sure what to cook for dinner.	-73.92646789550781	-89.0987548828125	-4.107025994194879	-5.241103228400736	18	17	-89.37432861328125	-84.92547798156738	-5.585895538330078	-5.307842373847961	16	16	-485.4310188293457	-496.2005214691162	-6.304298945835659	-6.528954229856792	77	76	True	False	1.1340772342058578	True
5551	only	Did you watch the final last night? My favorite singer won!	Oh, I love him too. He not only sings well but also shows perseverance when he encounters difficulties in the contest.	Oh, I love him too. He not sings well but also shows perseverance when he encounters difficulties in the contest.	Yeah, he got booted after his initial performance in the audition, but he did not give up. He then tried at another two auditions.	-135.22406005859375	-154.2559814453125	-4.662898622710129	-5.509142194475446	29	28	-186.3418128490448	-183.79249548912048	-5.646721601486206	-5.569469560276378	33	33	-530.114823102951	-546.5723721981049	-6.164125850034314	-6.430263202330646	86	85	True	False	0.8462435717653172	True
5749	only	Do you have brothers and sisters?	No, I am the only child in my family.	No, I am the child in my family.	Oh, I have an elder sister. She is married .. Her husband is a businessman.	-53.21043014526367	-67.82853698730469	-3.3256518840789795	-4.521902465820313	16	15	-129.30947875976562	-130.738037109375	-5.622151250424593	-5.684262483016305	23	23	-364.2292423248291	-380.2706298828125	-6.389986707453142	-6.790546962193081	57	56	True	False	1.1962505817413334	True
5841	only	What do you think of smoking?	It's harmful. Not only for yourself but for others.	It's harmful. Not for yourself but for others.	What in your opinion can be done to stop smoking?	-69.25886249542236	-82.26374530792236	-3.84771458307902	-4.839043841642492	18	17	-97.2132568359375	-103.75811004638672	-6.075828552246094	-6.48488187789917	16	16	-354.78098022937775	-374.32326996326447	-6.822711158257264	-7.339671960064009	52	51	True	False	0.9913292585634719	True
5953	only	Do you like traveling?__eou__Yes, I've just come back from Scotland.__eou__Where did you visit?	I only had time to visit Edinburgh.	I had time to visit Edinburgh.	How did you like it?	-57.4072265625	-65.71240234375	-4.4159405048076925	-5.476033528645833	13	12	-87.19469213485718	-85.55091381072998	-7.926790194077925	-7.777355800975453	11	11	-491.0723605155945	-497.71932315826416	-7.440490310842341	-7.6572203562809875	66	65	True	False	1.0600930238381405	True
